#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###CULTURES & CULTURAL FOA###
great_qin;Great Qin;;;;;;;;;;;;;x
sinogreek;Sino-Greek;;;;;;;;;;;;;x #Probably need better names for these.
sinoroman;Sino-Roman;;;;;;;;;;;;;x
baron_sinogreek;Kephale;;;;;;;;;;;;;x
baron_female_sinogreek;Kephalessa;;;;;;;;;;;;;x
count_sinogreek;Marquis;;;;;;;;;;;;;x
count_female_sinogreek;Marquissa;;;;;;;;;;;;;x
duke_sinogreek;Magistrate;;;;;;;;;;;;;x
duke_female_sinogreek;Magistrate;;;;;;;;;;;;;x
king_sinogreek;Exarch;;;;;;;;;;;;;x
king_female_sinogreek;Exarchissa;;;;;;;;;;;;;x
emperor_sinogreek;Radiant Highness;;;;;;;;;;;;;x
emperor_female_sinogreek;Radiant Highness;;;;;;;;;;;;;x
vice_royalty_duke_sinogreek;Fanzhen;;;;;;;;;;;;;x
vice_royalty_duke_female_sinogreek;Fanzhen;;;;;;;;;;;;;x
vice_royalty_king_sinogreek;Jiedushi;;;;;;;;;;;;;x
vice_royalty_king_female_sinogreek;Jiedushi;;;;;;;;;;;;;x
city_baron_sinogreek;Archon;;;;;;;;;;;;;x
city_baron_female_sinogreek;Archis;;;;;;;;;;;;;x
city_count_sinogreek;Megas Archon;;;;;;;;;;;;;x
city_count_female_sinogreek;Megas Archis;;;;;;;;;;;;;x
city_duke_sinogreek;Exousiastes;;;;;;;;;;;;;x
city_duke_female_sinogreek;Exousiastissa;;;;;;;;;;;;;x
city_king_sinogreek;Inspector;;;;;;;;;;;;;x
city_king_female_sinogreek;Inspector;;;;;;;;;;;;;x
city_emperor_sinogreek;Hegemon;;;;;;;;;;;;;x
city_emperor_female_sinogreek;Hegemis;;;;;;;;;;;;;x
job_chancellor_sinogreek;Magistros;;;;;;;;;;;;;x
job_martial_sinogreek;Grand Commandant;;;;;;;;;;;;;x
job_treasurer_sinogreek;Sakellarios;;;;;;;;;;;;;x
job_spymaster_sinogreek;Mystikos;;;;;;;;;;;;;x
baron_sinoroman;Junhou;;;;;;;;;;;;;x
baron_female_sinoroman;Junhou;;;;;;;;;;;;;x
count_sinoroman;Magister;;;;;;;;;;;;;x
count_female_sinoroman;Magister;;;;;;;;;;;;;x
duke_sinoroman;Dux;;;;;;;;;;;;;x
duke_female_sinoroman;Dux;;;;;;;;;;;;;x
king_sinoroman;Rex;;;;;;;;;;;;;x
king_female_sinoroman;Regina;;;;;;;;;;;;;x
emperor_sinoroman;Son of Heaven;;;;;;;;;;;;;x
emperor_female_sinoroman;Daughter of Heaven;;;;;;;;;;;;;x
vice_royalty_duke_sinoroman;Duwei;;;;;;;;;;;;;x
vice_royalty_duke_female_sinoroman;Duwei;;;;;;;;;;;;;x
vice_royalty_king_sinoroman;Augustus;;;;;;;;;;;;;x
vice_royalty_female_king_sinoroman;Augusta;;;;;;;;;;;;;x
city_baron_sinoroman;Aedile;;;;;;;;;;;;;x
city_baron_female_sinoroman;Aedile;;;;;;;;;;;;;x
city_count_sinoroman;Praefect;;;;;;;;;;;;;x
city_count_female_sinoroman;Praefect;;;;;;;;;;;;;x
city_duke_sinoroman;Taishou;;;;;;;;;;;;;x
city_duke_female_sinoroman;Taishou;;;;;;;;;;;;;x
city_king_sinoroman;Dictator;;;;;;;;;;;;;x
city_king_female_sinoroman;Dictator;;;;;;;;;;;;;x
city_emperor_sinoroman;Princeps;;;;;;;;;;;;;x
city_emperor_female_sinoroman;Princeps;;;;;;;;;;;;;x
