#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###REALM EVENTS###
DAQIN.00201.title;The Fulin Empire;;;;;;;;;;;;;x
DAQIN.00201.desc;New banners have been raised onto the buildings that are a blend of Han and Greek architecture. Soldiers with arms and armour from both Empires, in some cases new blends of the two, march in procession. Officials take in newly minted currency bearing Chinese characters on one side and the Greek alphabet on the other, with the new [From.GetEmperorEmpress]'s face upon it. The Imperial Palace in Constantinople is no longer the seat of the Byzantine Empire but of Fulin, its Sino-Greek replacement. A member of the Chinese Emperor's own family has bought a sword to present to the [From.GetEmperorEmpress] of Fulin, and their name and descendents will be remembered forever as having changed the very conception of where East and West begin and end - and what those seperations even mean.;;;;;;;;;;;;;x
DAQIN.00201.OPTA;The world will never be the same.;;;;;;;;;;;;;x
DAQIN.00202.title;The Dragon of the West;;;;;;;;;;;;;x
DAQIN.00202.desc;The Roman Empire was considered by the Chinese to be a power rivalling their own. Now their distant, Westernised cousins have proven this to be correct, creating an Empire which equals even the ancient Han in splendour, power and renown. With the declaration from Rome of the adoption of the Empire's Chinese name, Daqin, it is asserted to the entire world that the Roman Empire is no longer confined to history and imagination. Great works of art have been produced, and already efforts are underway to uncover the ancient and glorious pasts of both East and West. Never again will the world be allowed to fall to barbarism and chaos.;;;;;;;;;;;;;x
DAQIN.00202.OPTA;When the Western Dragon roars, the world trembles!;;;;;;;;;;;;;x
##HOLIDAY EVENTS##
DAQIN.00203.D;With the realm at peace, I'm finding I have a lot of free time on my hands. Maybe it's time to take a break from my duties and see the rest of my realm, or even the world beyond my borders?;;;;;;;;;;;;;x
DAQIN.00203.OPTA;I shall explore the West.;;;;;;;;;;;;;x
DAQIN.00203.OPTB;I shall head to the Far East.;;;;;;;;;;;;;x
DAQIN.00203.OPTC;I'll stay home for my break.;;;;;;;;;;;;;x
DAQIN.00203.OPTD;I've still got work to do.;;;;;;;;;;;;;x
DAQIN.00204.D;It can be easy to forget the simple joys of noble life. Hunting, fishing, watching a sunset, time with the horses. After my break, I feel ready to face the world again.;;;;;;;;;;;;;x
DAQIN.00204.OPTA;One must stop to smell the roses.;;;;;;;;;;;;;x
DAQIN.00205.D;If I'm going on holiday, I'll need some company! But who is going with me? Besides my most trusted servants and attendants, of course.;;;;;;;;;;;;;x
DAQIN.00205.OPTA;My family, of course.;;;;;;;;;;;;;x
DAQIN.00205.OPTB;Everyone from my extended family is welcome to come!;;;;;;;;;;;;;x
DAQIN.00205.OPTC;I'll bring my closest friends.;;;;;;;;;;;;;x
DAQIN.00205.OPTD;I don't have anyone to invite...;;;;;;;;;;;;;x
DAQIN.002051.D;Spending time with my lover has been an absolute joy. It's times like this that I truly believe I could spend my life with them. Away from here, in private, I could conduct a small ceremony to bond us in matrimony, without the scandal of doing so publically...;;;;;;;;;;;;;x
DAQIN.002051.OPTA;I do!;;;;;;;;;;;;;x
DAQIN.002051.OPTB;Our love is purer without the expectations of marriage.;;;;;;;;;;;;;x
DAQIN.002051.OPTC;Alas, they are a ruler in their own right, unable to avoid the scandal.;;;;;;;;;;;;;x
DAQIN.00206.D;After a few days, I'm really feeling how alone I am. Why go and see these sights if I have nobody to share them with? Why make memories if I'm the only one to whom they'll matter? Nobody in the whole world wants to spend time with me. I can't blame them.;;;;;;;;;;;;;x
DAQIN.00206.OPTA;I'm going back home.;;;;;;;;;;;;;x
DAQIN.00207.D;My spouse has insisted upon bringing a special friend with them. While they are both of the same sex, I find them embracing often, and choosing to share a bed with one another. While this isn't unusual in this day and age, the longing glances they cast at one another are making me suspect...;;;;;;;;;;;;;x
DAQIN.00207.OPTA;That they know my struggles.;;;;;;;;;;;;;x
DAQIN.00207.OPTB;That they are a sodomite!;;;;;;;;;;;;;x
DAQIN.00207.OPTC;That they must be the best of friends.;;;;;;;;;;;;;x
